node_id,concept,country_of_citizenship,date_of_birth,enwiki_title,handedness,height,inception,mass,name,native_language,nickname,owners,place_of_birth,schools_attended,sex_or_gender,work_period_end,work_period_start
Q18057253,player,United States of America,04 February 1997,Ivan Rabb,,208 centimetre,,100 kilogram,Ivan Rabb,English,,,Oakland,"Bishop O'Dowd High School; University of California, Berkeley",male,,2017
Q939023,player,United States of America,29 November 1967,"Charles Smith (basketball, born 1967)",,185 centimetre,,73 kilogram,Charles Smith,English,,,"Washington, D.C.",Georgetown University; Archbishop Carroll High School,male,2001,1989
Q18044261,player,United States of America,17 May 1945,Hal Jeter,,190 centimetre,,190 pound,Hal Jeter,English,,,Aliquippa,Aliquippa Senior High School,male,,
Q18123910,player,United States of America,03 September 1940,Ralph Wells,,185 centimetre,,180 pound,Ralph Wells,English,,,Chicago,John Marshall Metropolitan High School; Northwestern University,male,,
Q934398,player,United States of America,23 May 1988,Courtney Fortson,,180 centimetre,,84 kilogram,Courtney Fortson,English,,,Montgomery,Jefferson Davis High School; University of Arkansas,male,,2010
Q935850,player,United States of America,18 February 1983,Jason Maxiell,,200 centimetre,,118 kilogram,Jason Maxiell,English,,,Chicago,University of Cincinnati; Newman Smith High School,male,2017,2005
Q939309,player,United States of America,08 November 1938,Satch Sanders,,198 centimetre,,95 kilogram,Satch Sanders,English,,,New York City,New York University; Seward Park High School,male,1973,1960
Q935879,player,United States of America,02 December 1991,Brandon Knight (basketball),,191 centimetre,,84 kilogram,Brandon Knight,English,,,Fort Lauderdale,Pine Crest School; University of Kentucky,male,,2011
Q934721,player,United States of America,12 January 1947,Joe Kennedy (basketball),,198 centimetre,,91 kilogram,Joe Kennedy,English,,,Bowie,Duke University; DeMatha Catholic High School,male,,
Q2568783,player,United States of America,06 September 1946,Ron Boone,,188 centimetre,,200 pound,Ron Boone,English,,,Oklahoma City,Idaho State University; Technical High School,male,1981,1968
Q2573181,player,United States of America,13 September 1980,Curtis Borchardt,,213 centimetre,,240 pound,Curtis Borchardt,English,,,Buffalo,Stanford University; Eastlake High School,male,2012,2003
Q3940982,player,United States of America,02 November 1942,Ron Reed,,196 centimetre,,93 kilogram,Ron Reed,English,,,La Porte,University of Notre Dame; LaPorte High School,male,29 September 1984,26 September 1966
Q3941143,player,United States of America,27 November 1957,Ronnie Valentine,,201 centimetre,,210 pound,Ronnie Valentine,English,,,Norfolk,Catholic High School; Old Dominion University,male,1987,1980
Q936680,player,United States of America,17 September 1951,Kermit Washington,,203 centimetre,,104 kilogram,Kermit Washington,English,,,"Washington, D.C.",American University; Coolidge Senior High School,male,1987,1973
Q939422,player,United States of America,21 October 1983,Shelden Williams,,206 centimetre,,113 kilogram,Shelden Williams,English,,,Oklahoma City,Duke University; Midwest City High School,male,2015,2006
Q940613,player,United States of America,23 November 1953,Lloyd Walton,,183 centimetre,,73 kilogram,Lloyd Walton,English,,,Chicago,Marquette University; Mount Carmel High School,male,1981,1976
Q17489372,player,United States of America,07 May 1992,Tyler Johnson (basketball),,193 centimetre,,84 kilogram,Tyler Johnson,English,,,Grand Forks,Centenary College of Louisiana; Saint Francis High School,male,,2014
Q3942010,player,United States of America,20 July 1957,Roy Hamilton (basketball),,188 centimetre,,180 pound,Roy Hamilton,English,,,Los Angeles,"Verbum Dei High School; University of California, Los Angeles",male,,
Q3942304,player,United States of America,10 May 1953,Rudy Hackett,,206 centimetre,,210 pound,Rudy Hackett,English,,,Mount Vernon,Syracuse University,male,1988,1975
Q2569207,player,United States of America,09 November 1932,Frank Selvy,,191 centimetre,,180 pound,Frank Selvy,English,Pops,,Corbin,Furman University,male,1964,1954
Q3939904,player,United States of America,16 April 1968,Rodney Monroe,,190 centimetre,,185 pound,Rodney Monroe,English,,,Baltimore,North Carolina State University; St. Maria Goretti High School,male,2007,1991
Q3940266,player,Brazil,24 May 1964,Rolando Ferreira,,216 centimetre,,109 kilogram,Rolando Ferreira,,,,Curitiba,University of Houston,male,2001,1983
Q3940964,player,United States of America,05 February 1944,Ron Filipek,,196 centimetre,,93 kilogram,Ron Filipek,English,,,,Tennessee Technological University,male,,
Q3940972,player,United States of America,04 August 1947,Ron Knight (basketball),,201 centimetre,,98 kilogram,Ron Knight,English,,,,"California State University, Los Angeles",male,,
Q2568299,player,United States of America,09 June 1951,Brian Taylor (basketball),,188 centimetre,,185 pound,Brian Taylor,English,,,Perth Amboy,Princeton University; Perth Amboy High School,male,1982,1972
Q3940077,player,United States of America,23 February 1950,"Roger Brown (basketball, born 1950)",,211 centimetre,,102 kilogram,Roger Brown,,,,Chicago,University of Kansas,male,1980,1972
Q2569309,player,United States of America,20 May 1987,Julian Wright,,203 centimetre,,102 kilogram,Julian Wright,English,,,Chicago,Homewood-Flossmoor High School; University of Kansas,male,,2007
Q17630644,player,United States of America,23 January 1952,Stan Washington,,193 centimetre,,190 pound,Stan Washington,English,,,"Washington, D.C.",Spingarn High School,male,,
Q18043905,player,United States of America,09 December 1991,Langston Galloway,,188 centimetre,,92 kilogram,Langston Galloway,English,,,Baton Rouge,Christian Life Academy; Saint Joseph's University,male,,2014
Q3940974,player,United States of America,16 January 1962,Ron Moore (basketball),,213 centimetre,,260 pound,Ron Moore,English,Stump Mitchell,,New York City,West Virginia State University; Clarksville High School,male,1999,1987
Q2568192,player,United States of America,14 May 1964,Walter Berry (basketball),,203 centimetre,,215 pound,Walter Berry,English,,,New York City,Manhattan Center for Science and Mathematics; Benjamin Franklin High School; St. John's University,male,2002,1986
Q18156606,player,United States of America,01 November 1990,Tim Frazier,,185 centimetre,,77 kilogram,Tim Frazier,English,,,Houston,Strake Jesuit College Preparatory; Pennsylvania State University,male,,2014
Q941838,player,United States of America,01 November 1950,Corky Calhoun,,201 centimetre,,95 kilogram,Corky Calhoun,English,,,Waukegan,Waukegan High School; University of Pennsylvania,male,1979,1972
Q942425,player,United States of America,16 July 1979,Chris Mihm,,213 centimetre,,120 kilogram,Chris Mihm,English,,,Milwaukee,Westlake High School; University of Texas at Austin,male,2009,2000
Q947932,player,United States of America,05 February 1991,Terrence Ross,,202 centimetre,,88 kilogram,Terrence Ross,English,,,Portland,University of Washington; Jefferson High School; Montrose Christian School,male,,2012
Q948237,player,United States of America,09 February 1956,Phil Ford (basketball),,188 centimetre,,79 kilogram,Phil Ford,English,,,Rocky Mount,Rocky Mount High School; University of North Carolina at Chapel Hill,male,1985,1978
Q3952836,player,United States of America,20 October 1950,Scott English (basketball),,198 centimetre,,93 kilogram,Scott English,English,,,Evanston,University of Texas at El Paso,male,,
Q3952849,player,United States of America,19 December 1952,Scott Lloyd,,208 centimetre,,230 pound,Scott Lloyd,English,,,Chicago,East High School; Arizona State University,male,1982,1976
Q3953567,player,United States of America,02 February 1970,Sean Green (basketball),,196 centimetre,,210 pound,Sean Green,English,,,Santa Monica,North Carolina State University,male,2002,1991
Q3959106,player,United States of America,31 May 1987,Shane Edwards (basketball),,201 centimetre,,220 pound,Shane Edwards,English,,,Gilbert,Mountain Pointe High School; University of Arkansas at Little Rock,male,,2009
Q3962531,player,United States of America,14 October 1946,Skip Harlicka,,185 centimetre,,185 pound,Skip Harlicka,English,,,Trenton,University of South Carolina; Notre Dame High School,male,1969,1968
Q3964848,player,United States of America,16 August 1945,Sonny Dove,,201 centimetre,,198 pound,Sonny Dove,English,,,Brooklyn,St. John's University; St. Francis Preparatory School,male,1978,1967
Q3968117,player,United States of America,14 April 1920,Stanley Stutz,,178 centimetre,,170 pound,Stanley Stutz,English,,,Worcester,United States Army War College,male,1949,1943
Q3973325,player,United States of America,21 September 1942,Steve Courtin,,185 centimetre,,85 kilogram,Steve Courtin,English,,,Philadelphia,Saint Joseph's University,male,1967,1965
Q944821,player,United States of America,10 November 1980,Troy Bell,,186 centimetre,,81 kilogram,Troy Bell,English,,,Minneapolis,Boston College; Academy of Holy Angels,male,2016,2003
Q942651,player,United States of America,01 April 1923,Bobby Cook (basketball),,178 centimetre,,70 kilogram,Bobby Cook,English,,,Harvard,University of Wisconsin–Madison,male,1950,1948
Q3950899,player,United States of America,01 September 1924,Saul Mariaschin,,180 centimetre,,165 pound,Saul Mariaschin,English,,,Brooklyn,Syracuse University; Harvard University,male,,
Q3952842,player,United States of America,02 February 1966,Scott Haffner,,190 centimetre,,180 pound,Scott Haffner,English,,,Terre Haute,University of Illinois at Urbana–Champaign,male,1992,1989
Q3952854,player,United States of America,04 January 1964,Scott Meents,,208 centimetre,,225 pound,Scott Meents,English,,,Kankakee,University of Illinois at Urbana–Champaign,male,1998,1986
Q3959061,player,United States of America,30 March 1945,Shaler Halimon,,196 centimetre,,90 kilogram,Shaler Halimon,English,,,Tampa,Utah State University; Romulus Senior High School,male,1973,
Q3959244,player,United States of America,16 July 1972,Shawnelle Scott,,208 centimetre,,250 pound,Shawnelle Scott,English,,,New York City,All Hallows High School; St. John's University,male,2006,1994
Q2600870,player,United States of America,14 August 1972,Ed O%27Bannon,,203 centimetre,,101 kilogram,Ed O'Bannon,English,,,Los Angeles,"Artesia High School; University of California, Los Angeles",male,2004,1995
Q2600980,player,United States of America,09 November 1963,Anthony Bowie,,198 centimetre,,86 kilogram,Anthony Bowie,English,,,Tulsa,East Central High School; University of Oklahoma,male,2002,
Q2593867,player,United States of America,22 March 1955,Sonny Parker (basketball),,198 centimetre,,200 pound,Sonny Parker,English,,,Chicago,Farragut Career Academy; Texas A&M University; Mineral Area College,male,1982,1976
Q2603419,player,United States of America,08 December 1986,Jermaine Taylor (basketball),,193 centimetre,,95 kilogram,Jermaine Taylor,English,,,Tavares,University of Central Florida; Tavares High School,male,,2009
Q3960167,player,United States of America,04 January 1961,Sidney Green (basketball),,206 centimetre,,220 pound,Sidney Green,English,El Sid; Dawg,,Brooklyn,"Thomas Jefferson High School; University of Nevada, Las Vegas",male,1993,1983
Q2601456,player,Serbia,23 November 1968,Milo%C5%A1 Babi%C4%87,,213 centimetre,,240 pound,Miloš Babić,,,,Kraljevo,Tennessee Technological University,male,2002,1990
Q2586252,player,United States of America,05 January 1926,Nate DeLong,,198 centimetre,,220 pound,Nate DeLong,English,,,Chippewa Falls,Chippewa Falls High School,male,,
Q18350645,player,,,David Nash (basketball),,83 inch,,,David Nash,,,,,University of Kansas,male,,
Q2602225,player,Russia; Uzbekistan,15 April 1984,Sergei Karaulov,,215 centimetre,,115 kilogram,Sergei Karaulov,,,,Guliston,,male,,2001
Q18151213,player,United States of America,06 August 1982,Josh Longstaff,,175 centimetre,,,Joshua Longstaff,English,,,Portland,Portland High School,male,,
Q18157421,player,United States of America,29 December 1992,Briant%C3%A9 Weber,,188 centimetre,,75 kilogram,Briante Weber,English,,,Chesapeake,Virginia Commonwealth University,male,,2015
Q3968108,player,United States of America,09 April 1949,Stan Love (basketball),,206 centimetre,,215 pound,Stan Love,English,,,Los Angeles,University of Oregon; Morningside High School,male,1975,1971
Q18157987,player,United States of America,03 July 1915,"Bob Sims (basketball, born 1915)",,198 centimetre,,220 pound,Bob Sims,English,,,Plainwell,Western Michigan University,male,,
Q943368,player,United States of America,09 February 1965,Winston Bennett,,201 centimetre,,95 kilogram,Winston Bennett,English,,,Louisville,University of Kentucky; Louisville Male High School,male,1992,1988
Q944477,player,United States of America,27 July 1939,Ted Luckenbill,,198 centimetre,,93 kilogram,Ted Luckenbill,English,,,Elkhart,Elkhart Central High School; University of Houston,male,1964,1961
Q942365,player,United States of America,29 September 1926,Chuck Cooper (basketball),,196 centimetre,,95 kilogram,Chuck Cooper,English,,,Pittsburgh,Westinghouse High School; West Virginia State University; Duquesne University,male,1956,1950
Q946002,player,United States of America,03 March 1944,Don Carlos (basketball),,196 centimetre,,95 kilogram,Don Carlos,English,,,Columbus,Eastmoor Academy,male,,
Q18129444,player,Turkey; Uzbekistan,19 June 1998,%C3%96mer Yurtseven,,213 centimetre,,109 kilogram,Ömer Faruk Yurtseven,Turkish,,,Tashkent,North Carolina State University,male,,2013
Q3946372,player,United States of America,07 May 1959,"Sam Williams (basketball, born 1959)",,203 centimetre,,210 pound,Sam Williams,English,,,Los Angeles,Arizona State University; Westchester Enriched Sciences Magnets,male,,
Q944029,player,United States of America,02 July 1964,Maurice Martin,,198 centimetre,,91 kilogram,Maurice Martin,English,,,Liberty,Saint Joseph's University,male,1988,1986
Q951041,player,United States of America,16 January 1970,Don MacLean (basketball),,208 centimetre,,106 kilogram,Don MacLean,English,,,Palo Alto,"Simi Valley High School; University of California, Los Angeles",male,2001,1992
Q2573604,player,United States of America,09 May 1968,David Benoit (basketball),,203 centimetre,,100 kilogram,David Benoit,English,,,Lafayette,University of Alabama; Lafayette High School,male,2007,1990
